Sample_ID,Ash_Deformation,Ash_Softening,Ash_Fluid,SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,TiO2,SO3,Si,Al,Fe,Ca,Mg,Na,K,Ti,TS,GSAsh,GSAsh_Dry,Standard_Ash,MnO
W199324,2260.0,2310.0,2490.0,36.1,30.8,13.8,4.91,1.05,1.76,1.4,0.66,7.84,3950.0,3820.0,2260.0,821.0,148.0,304.0,273.0,92.4,3.19,2.3,2.34,1.9,0.014
W199325,2910.0,2910.0,2910.0,44.3,34.9,3.83,3.68,0.681,0.81,0.41,1.2,5.36,5390.0,4810.0,697.0,684.0,107.0,156.0,88.8,187.0,2.23,2.5,2.6,2.5,0.0063
W199326,2910.0,2910.0,2910.0,47.7,38.2,3.62,1.75,0.88,0.284,2.8,0.89,2.14,15400.0,14000.0,1750.0,865.0,367.0,145.0,1610.0,369.0,0.872,6.8,6.93,10.2,0.0089
W199418,2910.0,2910.0,2910.0,53.7,34.4,2.71,2.38,0.531,0.27,2.8,2.03,0.81,43100.0,31300.0,3260.0,2920.0,550.0,344.0,4010.0,2090.0,0.33,16.9,17.2,15.7,0.0061
W199419,2910.0,2910.0,2910.0,58.1,30.8,2.02,1.88,0.266,0.189,1.56,2.18,2.18,34800.0,20900.0,1810.0,1720.0,205.0,179.0,1660.0,1670.0,0.908,12.3,12.8,11.6,0.0067
W199420,2910.0,2910.0,2910.0,51.9,32.4,8.72,0.86,0.249,0.162,1.17,2.71,0.95,28300.0,20000.0,7110.0,716.0,175.0,140.0,1140.0,1890.0,0.385,11.5,11.7,11.1,0.0085
W199421,2410.0,2530.0,2830.0,49.0,25.4,17.8,1.39,0.415,0.189,0.98,1.41,1.77,16500.0,9640.0,8930.0,713.0,180.0,101.0,586.0,606.0,0.738,6.9,7.19,6.9,0.038
W199422,2080.0,2200.0,2410.0,38.9,21.2,22.8,6.32,0.913,0.702,1.26,1.01,6.48,15000.0,9230.0,13100.0,3720.0,453.0,429.0,864.0,498.0,2.61,8.2,8.24,8.9,0.023
W199423,2000.0,2080.0,2280.0,34.7,19.3,32.3,5.16,0.78,0.756,0.98,0.75,5.08,13900.0,8710.0,19300.0,3150.0,401.0,478.0,696.0,383.0,2.12,8.2,8.54,7.9,0.027
W199424,2040.0,2090.0,2410.0,45.5,20.7,22.8,3.88,0.979,1.31,1.08,1.21,4.25,17300.0,8910.0,13000.0,2250.0,479.0,788.0,730.0,588.0,1.77,7.8,8.13,8.4,0.018
W199425,2910.0,2910.0,2910.0,56.4,32.8,3.94,0.64,0.515,0.149,2.25,2.67,0.63,35300.0,23300.0,3700.0,613.0,416.0,148.0,2510.0,2140.0,0.256,13.2,13.4,12.9,0.0059
W199465,2410.0,2460.0,2780.0,40.4,26.4,13.5,6.37,0.88,0.392,0.52,1.13,9.69,7690.0,5690.0,3860.0,1850.0,216.0,118.0,176.0,276.0,3.95,4.0,4.08,3.8,0.026
W199466,1980.0,2030.0,2150.0,39.1,23.2,19.5,5.49,0.764,0.608,0.8,1.01,9.35,4280.0,2880.0,3190.0,918.0,108.0,105.0,156.0,141.0,3.81,2.3,2.34,2.2,0.028
W199467,2160.0,2240.0,2440.0,35.4,28.2,20.9,3.54,0.88,1.49,1.12,1.47,6.57,5890.0,5310.0,5190.0,898.0,188.0,391.0,331.0,312.0,2.67,3.5,3.55,2.8,0.016
W199468,2520.0,2540.0,2540.0,47.8,25.6,11.8,1.24,0.913,0.527,3.29,1.07,2.06,13800.0,8400.0,5110.0,550.0,341.0,242.0,1700.0,397.0,0.838,6.1,6.21,5.6,0.0096
W199561,2140.0,2190.0,2470.0,36.7,24.1,33.0,1.17,0.531,0.103,1.08,0.92,1.72,14200.0,10600.0,19100.0,691.0,265.0,62.9,744.0,455.0,0.73,7.8,8.28,7.7,0.032
W199562,2130.0,2230.0,2580.0,30.3,18.3,46.3,1.03,0.448,0.126,1.31,0.78,1.63,18200.0,12400.0,41600.0,944.0,347.0,119.0,1400.0,599.0,0.686,12.2,12.8,9.4,0.0094
W199563,2140.0,2260.0,2440.0,39.2,22.6,30.0,1.57,0.498,0.243,1.1,1.12,2.39,20000.0,13100.0,22900.0,1230.0,328.0,197.0,1000.0,733.0,0.996,10.5,10.9,10.1,0.028
W199564,2120.0,2170.0,2350.0,45.4,17.4,29.8,0.95,0.847,0.135,2.18,0.91,1.76,38100.0,16600.0,37500.0,1220.0,918.0,180.0,3260.0,979.0,0.736,17.2,18.1,15.0,0.028
W199565,2140.0,2240.0,2540.0,34.1,21.3,40.2,0.83,0.398,0.176,1.07,0.64,1.42,26100.0,18500.0,46000.0,969.0,393.0,213.0,1460.0,626.0,0.592,15.7,16.4,14.7,0.014
W199566,2130.0,2180.0,2520.0,39.3,22.1,33.0,0.79,0.531,0.13,1.91,1.07,1.11,38200.0,24300.0,48100.0,1180.0,667.0,200.0,3310.0,1330.0,0.467,19.8,20.8,11.6,0.014
W199567,2000.0,2140.0,2330.0,34.5,21.3,36.2,1.56,0.448,0.324,0.93,0.66,2.17,20800.0,14600.0,32700.0,1440.0,349.0,310.0,999.0,510.0,0.904,12.4,12.9,13.9,0.019
W199571,2130.0,2250.0,2540.0,38.3,28.3,23.0,3.36,0.382,0.405,0.58,0.68,3.39,21900.0,18300.0,19700.0,2940.0,282.0,367.0,591.0,498.0,1.42,11.7,12.3,15.9,0.016
W199572,1960.0,2140.0,2530.0,30.4,19.3,45.2,0.69,0.332,0.243,1.09,0.55,1.23,28800.0,20700.0,64000.0,998.0,405.0,365.0,1840.0,666.0,0.514,19.4,20.3,19.2,0.011
W199573,2150.0,2300.0,2520.0,43.6,26.1,22.5,1.22,0.847,0.162,1.81,0.94,1.57,13300.0,9030.0,10300.0,569.0,333.0,78.4,984.0,367.0,0.673,6.1,6.51,5.4,0.016
W199574,1940.0,1990.0,2280.0,37.1,17.5,39.2,1.0,0.847,0.107,1.89,0.84,1.87,22400.0,12000.0,35400.0,922.0,659.0,102.0,2030.0,649.0,0.792,12.2,12.9,11.8,0.034
W199575,1960.0,2010.0,2240.0,36.8,16.5,38.7,1.05,0.813,0.13,2.04,0.83,2.0,24000.0,12100.0,37600.0,1040.0,682.0,134.0,2360.0,691.0,0.844,13.2,13.9,11.8,0.034
W199576,2020.0,2070.0,2380.0,45.6,21.5,25.1,1.54,0.664,0.243,1.67,1.0,2.32,24200.0,12900.0,19900.0,1250.0,454.0,204.0,1580.0,679.0,0.975,10.8,11.3,9.2,0.022
W199577,1980.0,2030.0,2450.0,36.7,19.2,36.7,1.43,0.614,0.13,1.43,1.15,2.19,22700.0,13500.0,34000.0,1350.0,490.0,127.0,1580.0,911.0,0.921,12.6,13.2,9.5,0.021
W199578,2410.0,2460.0,2880.0,43.5,26.6,21.0,0.97,0.847,0.203,2.73,1.15,1.69,27100.0,18700.0,19500.0,922.0,679.0,200.0,3020.0,916.0,0.72,12.5,13.3,10.5,0.01
W199579,1940.0,1990.0,2200.0,31.8,14.4,47.3,1.55,0.415,0.116,0.87,0.95,2.39,13000.0,6660.0,28900.0,967.0,218.0,75.1,632.0,496.0,1.01,8.3,8.73,7.6,0.025
W199580,1980.0,2070.0,2450.0,44.5,20.6,25.3,1.59,0.664,0.176,1.87,1.49,2.67,41900.0,21900.0,35600.0,2290.0,805.0,262.0,3130.0,1790.0,1.12,19.2,20.1,17.4,0.019
W199581,2070.0,2110.0,2150.0,46.3,26.1,15.9,0.63,0.88,0.203,2.78,1.55,1.29,54700.0,34900.0,28100.0,1140.0,1340.0,379.0,5850.0,2340.0,0.526,24.8,25.3,23.8,0.013
W199582,2910.0,2910.0,2910.0,51.4,26.8,13.6,0.7,0.598,0.189,1.97,1.14,0.94,29700.0,17500.0,11700.0,618.0,445.0,173.0,2030.0,843.0,0.381,12.2,12.4,11.9,0.0032
W199583,2070.0,2120.0,2180.0,20.4,13.8,58.2,1.35,0.448,0.126,0.81,0.4,2.05,9120.0,6950.0,38900.0,921.0,258.0,88.8,644.0,229.0,0.833,9.4,9.55,9.0,0.044
W199584,2910.0,2910.0,2910.0,49.1,35.8,5.3,0.99,0.365,0.189,1.41,1.38,0.62,20800.0,17200.0,3360.0,641.0,199.0,127.0,1060.0,748.0,0.258,8.7,9.06,8.1,0.0084
W199585,2910.0,2910.0,2910.0,59.3,27.9,4.14,0.64,0.664,0.162,2.18,1.3,0.7,40600.0,21600.0,4240.0,669.0,586.0,176.0,2660.0,1140.0,0.283,14.5,14.6,13.8,0.0057
W199586,2460.0,2530.0,2910.0,40.9,29.9,7.13,4.36,1.26,0.351,2.3,0.8,8.3,17600.0,14600.0,4600.0,2870.0,701.0,240.0,1770.0,441.0,3.56,8.6,9.2,6.7,0.068
W199587,2910.0,2910.0,2910.0,51.2,29.0,10.5,0.78,0.631,0.162,2.05,1.1,1.06,26400.0,16900.0,8100.0,613.0,418.0,132.0,1880.0,724.0,0.428,10.9,11.0,10.4,0.0075
W199588,2200.0,2250.0,2500.0,39.5,24.2,6.05,7.64,1.99,0.513,1.62,1.13,13.8,6750.0,4670.0,1550.0,1990.0,439.0,139.0,493.0,247.0,5.78,3.5,3.66,4.5,0.061
W199589,2745.0,2855.0,2910.0,52.9,25.3,13.5,0.74,0.498,0.189,1.69,1.18,1.04,27200.0,14700.0,10400.0,581.0,330.0,154.0,1550.0,776.0,0.42,10.9,11.0,11.2,0.0049
W199590,2015.0,2120.0,2205.0,40.8,20.7,28.5,1.28,0.515,0.189,1.16,1.6,1.88,21000.0,12000.0,22000.0,1010.0,342.0,154.0,1060.0,1050.0,0.761,10.9,11.0,10.0,0.013
W199591,2455.0,2555.0,2645.0,51.1,27.5,11.6,1.05,0.946,0.216,2.56,1.12,1.54,26400.0,16100.0,8980.0,828.0,630.0,177.0,2350.0,740.0,0.624,10.9,11.0,6.8,0.013
W199592,2715.0,2810.0,2900.0,54.9,28.0,8.27,0.64,0.681,0.203,2.38,1.42,0.87,37100.0,21400.0,8350.0,660.0,592.0,217.0,2860.0,1230.0,0.352,14.3,14.4,14.7,0.006
W199593,2910.0,2910.0,2910.0,49.7,34.2,4.67,1.29,0.631,0.216,2.05,1.3,1.73,20400.0,15900.0,2870.0,810.0,334.0,141.0,1500.0,684.0,0.708,8.6,8.8,7.3,0.1
W199594,2015.0,2115.0,2205.0,28.8,17.0,47.1,0.8,0.432,0.23,1.68,0.87,1.27,22700.0,15200.0,55500.0,964.0,439.0,287.0,2360.0,878.0,0.513,16.7,16.9,14.4,0.0094
W199595,2315.0,2415.0,2505.0,36.9,30.9,11.5,3.91,1.29,0.203,2.53,1.42,7.56,8500.0,8070.0,3970.0,1380.0,385.0,74.0,1040.0,419.0,3.17,4.7,4.92,3.9,0.051
W199596,2910.0,2910.0,2910.0,53.0,36.2,1.2,0.77,0.332,0.13,1.42,1.82,1.01,28700.0,22100.0,971.0,636.0,231.0,111.0,1370.0,1260.0,0.41,11.4,11.6,10.7,0.0042
W199597,2255.0,2355.0,2465.0,42.0,22.5,25.5,1.4,0.398,0.162,0.83,1.27,1.97,16300.0,9860.0,14800.0,829.0,199.0,99.5,573.0,630.0,0.797,8.2,8.29,8.1,0.0084
W199599,2040.0,2140.0,2250.0,41.2,22.4,26.9,0.84,0.614,0.23,2.55,1.1,1.33,25800.0,15900.0,25300.0,805.0,496.0,228.0,2850.0,883.0,0.541,13.2,13.4,12.6,0.012
W199600,2080.0,2340.0,2580.0,33.7,25.5,30.1,1.38,0.465,0.107,1.12,1.28,1.97,13900.0,12000.0,18600.0,873.0,248.0,70.0,826.0,678.0,0.803,8.7,8.86,8.5,0.0077
W199601,2070.0,2120.0,2400.0,20.3,14.0,56.6,1.7,0.515,0.134,0.71,0.56,2.71,6180.0,4810.0,25800.0,790.0,202.0,64.5,385.0,218.0,1.1,6.4,6.51,5.4,0.022
W199602,2910.0,2910.0,2910.0,47.7,37.8,3.41,0.39,0.614,0.257,3.47,1.82,0.44,45500.0,40700.0,4860.0,568.0,754.0,387.0,5880.0,2220.0,0.178,20.2,20.4,18.6,0.006
W199603,2910.0,2910.0,2910.0,51.7,37.8,1.57,0.81,0.481,0.149,2.29,1.73,0.9,28400.0,23500.0,1290.0,680.0,341.0,129.0,2240.0,1220.0,0.365,11.6,11.8,11.9,0.0052
W199604,2250.0,2360.0,2640.0,43.3,26.4,17.0,1.77,0.83,0.284,1.41,0.8,2.87,8970.0,6200.0,5270.0,561.0,222.0,93.2,521.0,212.0,1.19,4.3,4.44,4.2,0.013
W199605,2140.0,2190.0,2460.0,43.1,24.4,20.3,1.16,0.498,0.162,1.39,1.23,1.07,34200.0,21900.0,24000.0,1410.0,509.0,204.0,1960.0,1250.0,0.438,16.6,17.0,15.9,0.004
W199606,2530.0,2580.0,2910.0,52.4,26.3,7.5,1.04,0.896,0.203,3.09,1.24,1.46,36600.0,20800.0,7850.0,1110.0,808.0,225.0,3850.0,1110.0,0.611,14.3,15.0,12.9,0.0042
W199608,2910.0,2910.0,2910.0,47.2,30.4,9.03,1.17,1.29,0.216,4.17,0.99,1.33,24200.0,17600.0,6930.0,917.0,856.0,176.0,3810.0,650.0,0.546,10.7,11.0,10.2,0.05
W199609,2910.0,2910.0,2910.0,54.6,28.7,3.51,1.81,0.714,0.959,2.11,1.95,2.05,26700.0,15900.0,2570.0,1350.0,450.0,743.0,1840.0,1220.0,0.833,10.3,10.5,8.6,0.025
W199610,2430.0,2480.0,2730.0,49.3,26.7,13.3,0.79,0.681,0.176,2.75,1.51,1.0,34800.0,21300.0,14000.0,851.0,618.0,196.0,3450.0,1360.0,0.405,14.9,15.1,13.9,0.0055
W199611,2910.0,2910.0,2910.0,47.2,29.4,14.0,0.64,0.647,0.203,2.46,1.26,0.75,28600.0,20200.0,12700.0,593.0,506.0,195.0,2660.0,978.0,0.304,12.8,13.0,11.6,0.006
W199612,2350.0,2400.0,2890.0,46.0,25.4,17.7,0.78,0.83,0.189,2.85,1.2,0.92,36700.0,23000.0,21200.0,952.0,854.0,239.0,4050.0,1230.0,0.372,16.9,17.1,14.8,0.0086
W199613,2620.0,2790.0,2910.0,46.3,24.3,18.7,0.79,0.813,0.243,2.8,1.19,1.1,19500.0,11600.0,11800.0,508.0,441.0,162.0,2100.0,641.0,0.445,8.9,9.01,8.0,0.0087
W199614,2350.0,2410.0,2570.0,46.2,25.3,19.3,0.97,0.664,0.203,1.96,1.45,1.21,28000.0,17400.0,17500.0,898.0,519.0,195.0,2110.0,1120.0,0.49,12.8,13.0,12.9,0.0065
W199615,2005.0,2115.0,2205.0,22.0,14.1,54.3,1.75,0.382,0.107,0.66,0.76,2.47,10400.0,7570.0,38600.0,1270.0,234.0,80.4,559.0,462.0,1.03,9.79,10.2,12.4,0.018
W199620,1905.0,2015.0,2115.0,27.3,17.3,47.4,1.39,0.398,0.203,1.11,0.71,2.06,11600.0,8330.0,30200.0,904.0,219.0,137.0,841.0,387.0,0.85,8.83,9.11,8.5,0.034
W199621,1905.0,2005.0,2115.0,31.0,19.6,40.8,1.16,0.681,0.176,1.64,0.69,1.68,21000.0,15000.0,41300.0,1200.0,594.0,188.0,1980.0,598.0,0.696,14.0,14.5,10.0,0.024
W199622,1915.0,2010.0,2115.0,27.6,14.8,46.0,2.93,0.448,0.243,1.04,0.69,3.48,10900.0,6630.0,27200.0,1770.0,229.0,152.0,732.0,349.0,1.44,8.18,8.47,8.7,0.046
W199623,1955.0,2055.0,2160.0,35.9,17.1,38.2,1.16,0.631,0.189,1.68,0.85,1.81,18300.0,9850.0,29200.0,904.0,415.0,153.0,1530.0,555.0,0.752,10.5,10.9,9.3,0.017
W199627,1905.0,2005.0,2110.0,30.2,14.5,47.0,0.82,0.531,0.203,1.39,0.69,1.38,28400.0,15400.0,66200.0,1180.0,644.0,302.0,2330.0,830.0,0.57,19.5,20.1,17.3,0.02
W199628,2105.0,2210.0,2305.0,40.5,22.0,28.3,1.3,0.581,0.176,1.36,0.93,1.79,22100.0,13600.0,23100.0,1090.0,409.0,152.0,1320.0,650.0,0.741,11.3,11.7,9.9,0.022
W199629,2350.0,2570.0,2730.0,40.1,24.6,24.2,1.69,0.664,0.23,1.38,0.79,2.42,26600.0,18500.0,24000.0,1710.0,568.0,241.0,1630.0,671.0,1.0,13.7,14.2,10.9,0.021
W199630,2005.0,2115.0,2205.0,31.7,17.3,41.7,1.02,0.598,0.176,1.34,0.68,1.59,20600.0,12700.0,40700.0,1010.0,501.0,181.0,1550.0,566.0,0.656,13.5,13.9,10.9,0.018
W199631,2005.0,2105.0,2205.0,28.2,30.4,44.5,0.8,0.199,0.124,0.41,0.6,0.95,18100.0,22000.0,42600.0,782.0,164.0,126.0,467.0,491.0,0.394,13.2,13.7,11.9,0.0093
W199632,2405.0,2505.0,2605.0,40.2,25.2,25.0,1.42,0.515,0.149,1.17,0.98,1.68,12200.0,8650.0,11300.0,657.0,201.0,71.3,631.0,380.0,0.7,6.22,6.48,6.3,0.015
W199633,2910.0,2910.0,2910.0,50.8,28.3,12.9,0.99,0.448,0.107,1.1,1.38,0.89,39900.0,25200.0,15200.0,1190.0,454.0,133.0,1540.0,1390.0,0.379,15.8,16.8,13.9,0.0064
W199634,2800.0,2800.0,2800.0,41.7,32.7,17.5,0.92,0.432,0.105,0.71,1.56,1.09,21300.0,18900.0,13400.0,717.0,284.0,85.2,645.0,1020.0,0.449,10.6,10.9,10.4,0.0083
W199635,2005.0,2115.0,2205.0,42.0,22.8,23.5,1.45,0.946,0.27,1.93,1.08,2.31,23700.0,14600.0,19800.0,1250.0,689.0,242.0,1940.0,781.0,0.954,11.7,12.1,10.2,0.032
W199636,2110.0,2210.0,2310.0,29.9,22.9,34.8,2.01,0.631,0.216,1.4,0.99,2.89,7790.0,6760.0,13600.0,800.0,212.0,89.2,649.0,330.0,1.2,5.35,5.58,4.6,0.01
W199639,2680.0,2910.0,2910.0,57.6,29.2,4.93,0.84,0.498,0.0149,1.25,1.67,0.89,23200.0,13300.0,2970.0,517.0,259.0,9.48,897.0,861.0,0.38,8.08,8.65,4.8,0.0067
W199680,2680.0,2840.0,2910.0,45.8,30.2,15.1,1.33,0.266,0.162,0.64,2.16,2.14,20000.0,15000.0,9880.0,890.0,150.0,113.0,499.0,1210.0,0.892,9.0,9.38,10.1,0.0098
W199687,2910.0,2910.0,2910.0,51.6,28.8,11.0,0.47,0.515,0.162,1.9,1.39,0.24,49100.0,31000.0,15600.0,684.0,632.0,245.0,3220.0,1690.0,0.0974,20.1,20.4,21.9,0.0036
W199695,2790.0,2910.0,2910.0,43.9,25.0,23.3,1.2,0.465,0.176,1.42,1.18,1.27,14500.0,9370.0,11600.0,608.0,199.0,92.2,838.0,501.0,0.515,7.0,7.09,7.8,0.012
W199741,2055.0,2155.0,2255.0,47.2,18.8,27.5,1.85,0.398,0.351,1.17,1.13,1.76,28900.0,13000.0,25200.0,1730.0,315.0,341.0,1280.0,887.0,0.716,12.9,13.1,12.0,0.0096
W199742,2155.0,2250.0,2360.0,27.1,15.8,46.6,3.22,0.448,0.365,1.55,0.75,3.14,11700.0,7740.0,30100.0,2120.0,249.0,249.0,1190.0,414.0,1.28,9.09,9.24,9.3,0.037
W199914,2000.0,2050.0,2330.0,40.2,18.8,28.5,2.5,0.681,0.419,1.7,0.85,3.33,29100.0,15500.0,30900.0,2770.0,636.0,481.0,2200.0,789.0,1.39,14.9,15.5,16.7,0.018
W199915,2130.0,2230.0,2410.0,26.4,15.5,46.5,4.06,0.415,0.297,1.3,0.72,2.98,12900.0,8540.0,33900.0,3020.0,260.0,229.0,1130.0,449.0,1.24,10.0,10.4,11.7,0.044
W199916,2110.0,2210.0,2320.0,45.0,23.0,21.8,1.75,0.747,0.365,2.31,1.05,1.86,34400.0,19900.0,24900.0,2040.0,736.0,442.0,3140.0,1030.0,0.775,15.7,16.4,14.6,0.02
W199917,2080.0,2110.0,2140.0,28.4,15.2,50.7,1.11,0.232,0.311,0.76,0.75,2.09,27500.0,16600.0,73500.0,1640.0,290.0,477.0,1310.0,930.0,0.871,19.9,20.7,23.1,0.011
W199918,2070.0,2100.0,2130.0,32.8,17.1,43.2,1.3,0.382,0.216,1.5,1.01,2.02,28900.0,17100.0,57000.0,1750.0,434.0,302.0,2350.0,1140.0,0.842,18.1,18.9,23.2,0.013
W199919,2150.0,2210.0,2510.0,31.9,21.9,27.7,3.03,0.415,0.284,1.28,0.92,5.92,14700.0,11400.0,19100.0,2130.0,247.0,207.0,1050.0,543.0,2.47,9.47,9.86,9.3,0.026
W199920,2105.0,2215.0,2310.0,39.7,20.9,28.3,3.15,0.515,0.297,1.54,1.36,2.42,23800.0,14200.0,25300.0,2880.0,397.0,282.0,1640.0,1040.0,1.01,12.3,12.8,12.7,0.017
W199921,2355.0,2455.0,2555.0,50.8,23.8,16.0,0.64,0.896,0.392,2.32,1.31,1.18,52100.0,27600.0,24500.0,1000.0,1190.0,637.0,4240.0,1720.0,0.492,21.1,22.0,19.7,0.013
W199922,2005.0,2105.0,2205.0,31.1,19.5,40.6,2.18,0.448,0.297,1.47,0.99,2.43,18200.0,12900.0,35500.0,1950.0,338.0,275.0,1530.0,740.0,1.01,12.0,12.5,12.3,0.031
W199923,2090.0,2140.0,2510.0,29.6,19.1,42.7,2.34,0.465,0.257,1.4,0.82,2.55,11900.0,8720.0,25800.0,1440.0,242.0,164.0,1000.0,423.0,1.06,8.28,8.63,10.8,0.034
W199924,2800.0,2800.0,2800.0,54.3,28.6,6.11,0.37,1.21,0.635,3.95,1.04,0.78,121000.0,72300.0,20400.0,1260.0,3480.0,2240.0,15700.0,2970.0,0.325,45.8,47.7,47.2,0.021
W199926,2140.0,2240.0,2420.0,23.1,11.3,53.7,4.12,0.299,0.162,0.61,0.51,3.99,12700.0,7040.0,44200.0,3460.0,212.0,141.0,597.0,359.0,1.66,11.3,11.8,13.2,0.018
W199927,2140.0,2190.0,2390.0,26.8,25.2,31.0,0.82,0.631,0.5,1.85,0.76,1.46,19900.0,21100.0,34300.0,927.0,602.0,586.0,2440.0,720.0,0.608,15.2,15.8,14.8,0.075
W199928,2405.0,2510.0,2610.0,51.9,26.3,10.8,1.53,0.88,0.392,2.44,1.32,1.92,42400.0,24400.0,13200.0,1910.0,928.0,508.0,3550.0,1380.0,0.8,16.8,17.5,15.7,0.019
W199929,2415.0,2505.0,2605.0,50.1,22.7,18.2,0.46,0.73,0.324,2.36,1.29,1.12,78600.0,40300.0,42700.0,1100.0,1480.0,805.0,6590.0,2590.0,0.467,32.2,33.5,31.5,0.0092
W199933,2205.0,2305.0,2405.0,32.4,20.7,34.5,1.82,0.382,0.257,1.01,0.87,1.31,13600.0,9830.0,21700.0,1170.0,207.0,171.0,755.0,467.0,0.533,8.83,8.98,9.3,0.022
W199934,2105.0,2205.0,2315.0,40.4,21.1,21.6,3.45,0.697,0.297,1.84,0.95,2.75,32800.0,19400.0,26200.0,4270.0,728.0,382.0,2660.0,985.0,1.12,17.1,17.3,17.3,0.033
W199935,2560.0,2650.0,2755.0,46.7,23.9,16.9,0.79,0.863,0.392,2.54,1.2,0.76,38500.0,22300.0,20800.0,996.0,918.0,512.0,3730.0,1270.0,0.308,17.4,17.6,15.8,0.016
W199936,2110.0,2210.0,2305.0,39.2,21.2,28.5,1.14,0.531,0.311,1.67,0.9,1.06,35100.0,21600.0,38300.0,1560.0,614.0,441.0,2670.0,1030.0,0.428,19.0,19.2,24.8,0.014
W199937,2560.0,2655.0,2745.0,46.5,27.0,10.7,3.01,0.93,0.365,2.49,1.25,1.0,27800.0,18300.0,9600.0,2750.0,717.0,346.0,2650.0,957.0,0.407,12.6,12.8,11.0,0.016
W199939,2155.0,2255.0,2355.0,22.8,15.3,51.9,2.29,0.299,0.216,0.31,0.37,2.21,10300.0,7830.0,35100.0,1580.0,174.0,155.0,250.0,214.0,0.897,9.54,9.68,9.2,0.019
W199940,2055.0,2155.0,2255.0,36.4,24.2,26.2,2.38,0.581,0.338,1.66,1.18,1.92,13500.0,10200.0,14500.0,1350.0,278.0,199.0,1100.0,561.0,0.78,7.83,7.95,9.2,0.019
W199941,2105.0,2215.0,2315.0,44.5,19.6,26.6,0.43,0.548,0.23,1.78,0.89,0.32,38700.0,19300.0,34600.0,571.0,614.0,316.0,2750.0,990.0,0.13,18.3,18.6,17.1,0.013
W199942,2515.0,2605.0,2705.0,48.6,23.3,16.2,0.96,0.813,0.365,2.38,1.19,0.76,47500.0,25800.0,23700.0,1430.0,1020.0,565.0,4140.0,1490.0,0.309,20.6,20.9,20.4,0.02
W199943,2115.0,2205.0,2305.0,41.2,19.1,26.1,1.64,0.714,0.338,2.18,0.95,2.2,36600.0,19200.0,34800.0,2230.0,818.0,476.0,3450.0,1080.0,0.891,18.8,19.0,20.3,0.021
W199944,2415.0,2515.0,2610.0,51.0,24.8,9.08,1.76,1.03,0.473,2.57,1.29,1.66,44500.0,24500.0,11900.0,2350.0,1160.0,653.0,3990.0,1440.0,0.674,18.4,18.7,15.6,0.02
W199945,2455.0,2555.0,2650.0,51.3,25.3,9.67,1.34,0.564,0.311,1.92,1.66,1.25,31800.0,17800.0,8980.0,1270.0,451.0,305.0,2120.0,1320.0,0.507,13.1,13.3,14.8,0.013
W199946,2205.0,2305.0,2405.0,37.1,22.2,28.9,0.28,0.631,0.405,2.65,1.05,0.49,54900.0,37100.0,63900.0,633.0,1200.0,949.0,6980.0,1990.0,0.199,31.2,31.6,19.2,0.014
W199947,2505.0,2615.0,2705.0,47.1,26.8,9.17,3.08,0.896,0.419,2.97,1.0,2.56,56600.0,36500.0,16500.0,5660.0,1390.0,798.0,6360.0,1540.0,1.04,25.3,25.7,26.5,0.019
W199948,2055.0,2155.0,2255.0,40.5,17.6,21.1,5.47,0.515,0.392,1.22,0.73,5.65,21800.0,10700.0,17000.0,4500.0,357.0,334.0,1170.0,503.0,2.3,11.3,11.5,10.5,0.016
W199949,2140.0,2190.0,2490.0,43.0,23.3,24.1,1.57,0.564,0.0945,0.99,1.03,2.83,9680.0,5940.0,8120.0,540.0,164.0,33.7,397.0,297.0,1.21,4.5,4.79,3.2,0.012
W199950,2140.0,2250.0,2850.0,40.9,26.2,22.6,1.86,0.813,0.243,1.88,1.06,3.26,15900.0,11500.0,13100.0,1100.0,406.0,149.0,1300.0,525.0,1.37,7.9,8.26,6.9,0.03
W199951,1940.0,1990.0,2220.0,33.1,18.9,40.3,1.36,0.365,0.122,0.74,0.96,2.22,18500.0,11900.0,33800.0,1160.0,263.0,108.0,737.0,688.0,0.933,11.4,12.0,11.9,0.0097
W199952,1920.0,1960.0,2000.0,26.2,13.5,53.6,1.09,0.498,0.081,1.45,0.68,2.1,16700.0,9760.0,51100.0,1060.0,409.0,81.8,1640.0,554.0,0.887,12.9,13.6,11.4,0.026
W199953,2250.0,2350.0,2760.0,57.4,23.5,9.24,0.46,1.16,0.149,3.11,1.16,1.12,109000.0,50600.0,26300.0,1340.0,2850.0,448.0,10500.0,2820.0,0.474,38.5,40.7,36.7,0.01
W199954,2140.0,2250.0,2600.0,42.9,26.4,21.2,1.06,0.813,0.149,2.18,0.97,1.76,17300.0,12100.0,12800.0,654.0,424.0,95.1,1570.0,501.0,0.751,8.1,8.67,6.9,0.0066
W199955,1980.0,2060.0,2410.0,26.0,16.5,50.5,0.52,0.498,0.081,0.27,0.46,0.5,19600.0,14200.0,57100.0,601.0,486.0,97.1,364.0,445.0,0.21,15.4,16.2,13.2,0.0042
W199956,2140.0,2260.0,2460.0,29.8,21.0,36.4,1.91,0.432,0.081,0.9,0.79,1.75,8920.0,7120.0,16300.0,873.0,166.0,38.4,479.0,302.0,0.747,6.0,6.42,5.6,0.0051
